Date;Open;High;Low;Close;Adj Close;Volume;Variation;Operation(1=BUY,0=NONE,-1=SELL)
30/10/2020;6351,399902;6461,600098;6345,299805;6452,200195;6452,200195;260708300;0,630094376;0
02/11/2020;6481,399902;6590,700195;6396,299805;6585,600098;6585,600098;222245200;2,067510291;1
03/11/2020;6636,100098;6760,799805;6608,700195;6751,600098;6751,600098;281852500;2,52065108;1
04/11/2020;6616,700195;6790,799805;6563,700195;6781,899902;6781,899902;274816200;0,448779601;0
05/11/2020;6833,5;6948,299805;6814,200195;6924,200195;6924,200195;255824700;2,09823641;1
06/11/2020;6890,600098;6940,399902;6829,399902;6870,399902;6870,399902;206308100;-0,776989277;-1
09/11/2020;6972,299805;7535,299805;6945,799805;7459,399902;7459,399902;751200600;8,573008972;1
10/11/2020;7447,100098;7720,299805;7439,5;7711,399902;7711,399902;705610500;3,378287842;1
11/11/2020;7733,799805;7804,600098;7675,799805;7793,700195;7793,700195;401246900;1,067254896;1
12/11/2020;7721,700195;7773,299805;7688;7726;7726;309657400;-0,8686528;-1
13/11/2020;7698,600098;7823,100098;7686,200195;7783,700195;7783,700195;297808600;0,746831413;1
16/11/2020;7905,899902;8102,399902;7879;7986,200195;7986,200195;601880600;2,601590438;1
17/11/2020;7979;7979;7835,799805;7934,299805;7934,299805;428970100;-0,649875895;0
18/11/2020;7914,100098;7994,299805;7888,700195;7981,5;7981,5;296385800;0,594887969;0
19/11/2020;7907,200195;7978,799805;7863,899902;7930,200195;7930,200195;261607300;-0,642733885;0
20/11/2020;7938,799805;8001,100098;7920;7977,899902;7977,899902;232651500;0,601494361;0
23/11/2020;8029,100098;8067,299805;7972,200195;7981,200195;7981,200195;278313000;0,041367942;0
24/11/2020;8052,399902;8143,200195;8045,299805;8143,200195;8143,200195;351639600;2,02976991;1
25/11/2020;8172,399902;8199,900391;8084,399902;8164,700195;8164,700195;294450000;0,264023965;0
26/11/2020;8184,799805;8184,899902;8086,700195;8104,600098;8104,600098;218317400;-0,736096802;-1
27/11/2020;8069,100098;8190,700195;8054,399902;8190,700195;8190,700195;415126100;1,062360832;1
30/11/2020;8130,600098;8165,200195;8075,399902;8076,899902;8076,899902;544905000;-1,389384183;-1
01/12/2020;8112,700195;8176,399902;8100,200195;8140,799805;8140,799805;284946100;0,791143926;1
02/12/2020;8111,100098;8226,200195;8104,200195;8220,799805;8220,799805;310837500;0,982704426;1
03/12/2020;8208,099609;8223,400391;8154,799805;8200,700195;8200,700195;233469300;-0,244497013;0
04/12/2020;8201,200195;8322,900391;8197;8322,900391;8322,900391;352968100;1,490119052;1
07/12/2020;8283,299805;8296,400391;8225,5;8275,599609;8275,599609;228160200;-0,568320895;0
08/12/2020;8262,400391;8273,599609;8206,299805;8227,599609;8227,599609;202823300;-0,580018395;0
09/12/2020;8262,200195;8292,599609;8223,099609;8235,299805;8235,299805;212038900;0,093589824;0
10/12/2020;8260,299805;8284,299805;8124,899902;8182,299805;8182,299805;272111500;-0,643570984;0
11/12/2020;8147,799805;8151,399902;7978,100098;8063,100098;8063,100098;269809400;-1,456799553;-1
14/12/2020;8160,200195;8222,5;8140,5;8140,799805;8140,799805;225309600;0,963645571;1
15/12/2020;8153,200195;8166,600098;8099,700195;8152,399902;8152,399902;213877000;0,142493333;0
16/12/2020;8166,399902;8209,700195;8104,399902;8139,5;8139,5;218432700;-0,158234411;0
17/12/2020;8164,600098;8180,799805;8110,5;8153,399902;8153,399902;193099700;0,170770956;0
18/12/2020;8114,299805;8159,399902;8036,700195;8037,399902;8037,399902;355173100;-1,422719373;-1
21/12/2020;7860,899902;7872,299805;7663,5;7789,799805;7789,799805;339116800;-3,080599448;-1
22/12/2020;7822;7942,399902;7818;7934,200195;7934,200195;187112500;1,853711181;1
23/12/2020;7948,799805;8084,200195;7940;8073,600098;8073,600098;183108500;1,756949656;1
